Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_1140_RNASeq_R1_val_1	1514.0	1111.5	512.5	252.5	171.5	148.5	162.0	163.5	166.5	215.0	260.0	330.0	406.0	483.5	667.0	981.0	1338.0	1902.0	2780.0	4363.0	7183.0	10735.5	15092.5	22199.0	32371.5	46450.5	65941.5	91525.0	122860.5	159248.0	201548.5	246823.5	292969.5	340847.5	403281.0	489103.0	564721.5	611029.5	652141.0	741286.0	791201.0	783776.0	809829.5	831438.5	833547.0	859662.0	875722.0	871855.5	855047.5	779816.0	691732.5	650737.0	679776.5	629442.5	550764.5	504351.0	477593.0	474674.0	447648.0	419333.5	362977.5	317739.0	302310.5	268730.0	225834.0	206332.5	189154.5	191519.0	208254.0	151451.0	59127.0	25993.5	17561.5	12753.5	9078.0	6223.5	4273.0	2970.5	2068.5	1381.5	989.5	783.5	562.0	404.5	312.0	241.0	209.5	170.5	135.0	109.5	88.0	71.0	61.5	55.5	51.5	44.0	30.5	25.5	28.5	23.0	11.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_1140_RNASeq_R2_val_2	1375.0	962.5	440.5	302.5	244.0	220.5	228.5	227.5	255.0	321.5	373.5	417.5	469.0	615.5	782.5	1001.0	1436.5	2087.5	3008.5	4637.5	7418.0	10981.0	15376.5	22375.5	32678.0	47129.0	66468.0	92812.0	124679.5	160598.5	202450.5	248064.5	294620.5	342490.5	404359.0	488961.0	564333.5	611661.5	656501.0	747661.0	796116.0	785122.5	805564.5	824798.0	829184.0	852633.0	872320.0	874264.5	855544.5	781248.5	695264.5	654756.0	677324.0	625541.5	548648.5	504061.0	477531.5	472270.5	445358.5	416462.0	361319.5	316776.5	299754.5	266120.5	225199.5	205252.5	187963.0	190033.5	206118.5	153200.5	63312.0	27845.5	18145.0	12989.5	9242.5	6559.5	4578.0	3194.5	2310.5	1614.5	1172.0	888.0	678.0	544.0	437.5	375.0	332.0	294.0	260.0	217.0	188.5	168.0	149.0	144.0	141.0	131.5	137.5	149.5	223.0	344.0	549.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_180_RNASeq_R1_val_1	1862.0	1278.5	564.5	357.0	243.5	200.5	189.5	176.5	174.5	202.0	240.0	299.5	361.0	444.5	612.5	859.0	1280.5	1868.5	2815.0	4508.0	7581.0	11483.0	16526.5	24924.5	36875.0	52069.0	73330.0	103253.5	139639.5	178843.0	226413.5	288229.5	344435.0	387630.0	450088.5	542776.5	613909.5	648087.0	675952.0	734588.0	764842.0	765690.5	802095.0	843683.0	862815.5	893753.5	910521.0	910090.5	879249.0	786608.5	698451.5	657209.0	678132.5	621896.0	552204.5	508678.5	475953.0	467076.0	440375.0	410518.0	350596.0	302453.5	282279.5	244210.0	207812.5	193139.5	177922.5	182957.0	203785.5	150713.5	57862.5	27226.5	18835.5	13596.0	9760.5	7074.5	5102.0	3575.0	2434.5	1608.0	1124.5	813.0	576.0	392.0	267.0	236.0	190.0	127.0	86.0	56.5	42.5	41.0	40.5	31.0	21.5	16.5	20.0	18.5	18.0	15.0	6.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_180_RNASeq_R2_val_2	3129.0	2319.5	1236.5	817.0	615.5	550.5	580.5	654.0	713.5	820.5	986.0	1223.0	1454.5	1722.5	2084.5	2593.5	3269.5	4136.5	5326.0	7205.5	10481.5	14526.0	19989.0	28747.5	40707.0	55818.0	77038.0	107151.0	142975.0	181634.5	229506.0	291299.0	345507.0	388650.0	451350.0	541012.0	611392.0	648543.0	677992.0	740276.0	769710.5	764789.0	798347.0	836291.0	855561.0	885786.0	901687.0	901390.5	874278.5	786047.5	699259.0	658325.0	673961.5	615156.5	545461.0	503809.0	472036.0	463154.5	439263.5	410073.0	349245.0	301031.0	280958.0	244045.5	208234.0	191711.5	176478.5	181104.5	201941.0	152387.5	60705.5	28540.0	19607.0	14117.0	10259.0	7499.0	5529.0	3957.0	2750.0	1862.0	1335.5	1028.5	783.0	596.5	437.5	374.0	319.5	266.0	239.5	209.5	182.0	160.5	140.0	146.0	157.0	148.5	144.0	157.0	304.5	639.5	1140.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_360_RNASeq_R1_val_1	613.0	444.0	207.0	114.5	98.5	105.0	98.5	104.5	115.0	140.0	150.5	163.0	229.5	295.5	475.5	688.5	998.5	1696.5	2557.0	3713.0	5739.5	9017.5	13311.0	19681.0	28482.5	39865.5	55695.5	75983.0	99942.0	128613.0	160004.0	193493.5	228866.5	263787.5	298593.0	336893.0	371237.0	398997.0	424689.0	450914.0	471878.0	484475.5	497415.0	501032.0	493356.0	493780.0	498271.0	499412.5	482165.5	443509.0	416241.5	395555.0	382236.5	368717.0	360495.0	350632.0	334665.5	327361.0	315088.5	297753.0	271619.0	247302.5	224191.5	195640.5	168630.0	145068.5	123816.0	106568.5	92397.5	74472.0	55211.0	41974.0	32866.0	25418.0	18976.0	14048.5	10561.0	7686.0	5678.5	4090.5	3045.0	2332.5	1527.5	954.5	651.0	481.0	306.5	206.5	174.5	144.5	112.5	83.0	60.0	48.0	48.0	38.0	22.5	18.5	16.0	11.5	7.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_360_RNASeq_R2_val_2	1016.0	761.0	422.5	322.5	269.5	239.0	254.0	257.5	273.0	323.0	363.0	402.0	449.5	544.0	783.5	1039.5	1350.0	1929.5	2808.0	4042.5	6265.0	9547.0	13775.5	20223.5	29407.0	40608.5	55875.5	76088.5	100784.0	129475.5	160334.5	193591.5	228515.0	263093.5	297618.0	335694.0	370890.0	398616.0	423106.5	449299.5	470792.0	483855.5	496432.0	498740.5	491919.5	493279.0	496537.5	496732.0	481233.0	445689.5	416794.0	396289.0	383012.0	369377.5	361865.5	350661.0	334598.5	328080.0	314097.0	294827.5	271065.5	247460.0	224486.5	196052.0	167707.0	144479.5	124153.0	106608.0	92075.0	75032.5	56113.5	42412.5	33418.0	25876.0	19576.0	14586.5	10614.5	7615.5	5694.5	4248.0	3191.0	2409.5	1605.0	1041.5	695.5	494.0	385.0	305.0	234.0	197.5	181.5	151.5	130.5	107.0	109.5	101.0	73.5	67.5	128.5	275.5	525.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_420_RNASeq_R1_val_1	376.0	273.5	132.0	65.0	35.0	25.0	25.0	29.5	29.5	37.5	49.0	51.5	65.5	86.5	104.5	119.0	148.5	235.5	361.5	563.5	911.0	1239.5	1777.0	2725.5	4156.5	6032.0	8768.0	12647.5	17615.5	23744.0	30042.5	37591.0	46777.0	56564.0	81236.0	134421.5	177869.5	195598.0	217724.0	299277.0	334448.0	312204.5	351068.0	414062.5	462000.0	527572.5	588122.5	624070.5	646079.0	598413.0	526141.0	510093.5	579505.5	540094.0	449160.0	386448.0	352694.0	351872.0	316383.0	288242.0	231435.5	189024.0	187121.5	170155.0	149445.5	155197.5	160170.5	196938.0	254999.0	190666.0	60453.0	15964.5	9302.0	7542.5	6085.5	4797.5	3705.5	2861.0	2029.0	1435.5	1019.5	748.0	572.5	406.5	295.5	191.0	132.5	113.0	94.0	68.0	51.0	43.5	32.5	16.5	11.0	12.5	16.5	17.0	11.5	7.0	5.5
20210608T1400_CBASS_US_MoteIn_Past_10_30_420_RNASeq_R2_val_2	429.0	284.0	115.0	71.5	49.5	51.5	62.5	67.0	67.0	70.0	80.5	90.0	116.5	143.0	178.0	201.5	214.0	299.0	441.5	614.0	930.5	1372.5	1964.5	2886.0	4300.0	6116.5	8844.0	12891.5	17681.0	23736.0	30473.0	38303.5	47310.0	56739.5	81451.5	135763.0	180213.0	196330.0	219430.5	306924.5	341462.0	312813.5	346783.5	403762.0	451993.5	521231.5	587421.5	626079.0	650111.0	603706.5	529749.0	515710.5	578294.0	535433.0	445613.0	385348.5	352734.0	352706.0	318130.5	286148.5	228436.0	186038.0	185428.5	170310.5	149796.5	153893.0	157814.0	194261.5	251982.0	192692.0	65748.0	17917.5	9809.0	7766.0	6226.5	5072.5	3913.0	3093.0	2315.0	1655.0	1095.0	763.0	583.5	381.0	307.0	238.5	146.5	107.5	93.0	79.0	64.5	49.5	39.5	31.5	33.0	37.5	53.5	64.0	119.5	236.0	382.5
20210608T1400_CBASS_US_MoteIn_Past_10_30_750_RNASeq_R1_val_1	553.0	413.5	211.0	128.5	116.0	128.5	136.5	138.5	151.0	194.5	262.0	361.5	471.5	618.5	845.0	1134.5	1604.5	2299.5	3199.5	4761.5	7174.0	10045.0	13795.5	19424.0	27796.0	38617.0	52902.5	72290.5	95323.5	121531.0	150153.0	180484.0	211898.5	244066.0	288922.5	353465.5	408694.5	441008.5	469917.0	537325.0	578979.5	573074.5	598114.0	628815.5	638689.0	664322.0	686513.0	693446.0	690222.0	636761.0	567139.0	538927.0	569266.0	533309.0	472277.0	433598.0	411744.0	408256.0	382020.0	355921.5	305548.5	265641.0	250076.0	219406.0	186382.0	171770.5	159096.0	164580.0	181697.0	133709.5	52203.5	22917.0	15453.5	11132.0	8190.5	5906.5	4159.0	2827.0	1914.5	1268.5	889.0	643.5	437.5	326.0	225.0	176.5	142.5	109.5	88.0	75.0	70.0	51.5	39.0	38.0	34.0	25.0	18.0	19.5	22.0	13.0	2.5
