Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
20210608T1400_CBASS_US_MoteIn_Past_10_30_1140_RNASeq_R1_val_1	715.0	1270.0	1207.0	1155.0	1149.0	1236.0	1267.0	1347.0	1488.0	1587.0	1948.0	2201.0	2951.0	3654.0	4850.0	6308.0	8691.0	11173.0	14607.0	19042.0	24607.0	32479.0	40814.0	54702.0	81185.0	7670510.0	13510008.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_1140_RNASeq_R2_val_2	956.0	1153.0	1166.0	1087.0	1238.0	1367.0	1434.0	1451.0	1659.0	1802.0	2325.0	2419.0	3225.0	3891.0	5140.0	6590.0	9163.0	11837.0	15139.0	19700.0	25374.0	33171.0	41623.0	56655.0	90825.0	8000555.0	13161206.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_180_RNASeq_R1_val_1	110981.0	129450.0	1094.0	1075.0	1189.0	1152.0	1280.0	1267.0	1409.0	1720.0	2131.0	2519.0	3478.0	4393.0	6490.0	8436.0	11820.0	14824.0	20193.0	26378.0	34883.0	44974.0	58837.0	80001.0	116139.0	7441693.0	13025673.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_180_RNASeq_R2_val_2	111175.0	129284.0	912.0	1071.0	1142.0	1119.0	1239.0	1309.0	1434.0	1711.0	2231.0	2531.0	3437.0	4418.0	6374.0	8174.0	11547.0	14530.0	19639.0	25848.0	34313.0	44980.0	59336.0	83011.0	130742.0	7705905.0	12746067.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_360_RNASeq_R1_val_1	2246.0	4718.0	1627.0	739.0	755.0	816.0	925.0	1053.0	1117.0	1125.0	1466.0	1681.0	2256.0	2431.0	3437.0	4630.0	6183.0	7549.0	10446.0	13255.0	16856.0	22498.0	28628.0	37962.0	58883.0	4922306.0	8719556.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_360_RNASeq_R2_val_2	2409.0	4643.0	1537.0	705.0	747.0	905.0	958.0	1098.0	1118.0	1235.0	1424.0	1771.0	2290.0	2473.0	3562.0	4519.0	6124.0	7511.0	10378.0	13197.0	16688.0	22550.0	28862.0	39313.0	65637.0	5060577.0	8572913.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_420_RNASeq_R1_val_1	6947.0	12291.0	746.0	371.0	412.0	404.0	534.0	588.0	869.0	1084.0	1489.0	1822.0	3136.0	3910.0	6038.0	7872.0	12047.0	15118.0	20318.0	26789.0	34432.0	44254.0	53124.0	67293.0	83433.0	4183614.0	7869012.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_420_RNASeq_R2_val_2	7055.0	12317.0	749.0	350.0	420.0	434.0	577.0	633.0	902.0	1109.0	1561.0	1876.0	3162.0	3996.0	6049.0	7871.0	12161.0	15269.0	20515.0	26993.0	34571.0	44540.0	53461.0	68141.0	87301.0	4316963.0	7728971.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_750_RNASeq_R1_val_1	1322.0	2020.0	950.0	876.0	932.0	868.0	909.0	916.0	1070.0	1209.0	1586.0	1875.0	2583.0	3187.0	4677.0	6079.0	8827.0	11363.0	15627.0	20602.0	27058.0	35570.0	46076.0	61263.0	86365.0	6013465.0	10612556.0
20210608T1400_CBASS_US_MoteIn_Past_10_30_750_RNASeq_R2_val_2	1481.0	1910.0	890.0	843.0	891.0	846.0	981.0	1002.0	1262.0	1237.0	1693.0	1940.0	2680.0	3325.0	4797.0	6249.0	9070.0	11801.0	15912.0	21023.0	27462.0	36020.0	46548.0	62115.0	91113.0	6160463.0	10456277.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_1140_RNASeq_R1_val_1	17797.0	13881.0	1083.0	958.0	1010.0	1021.0	1128.0	1085.0	1381.0	1527.0	1981.0	2237.0	2896.0	3463.0	4915.0	6336.0	8885.0	11674.0	15361.0	20966.0	27581.0	36753.0	47015.0	64140.0	91919.0	6163718.0	10763234.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_1140_RNASeq_R2_val_2	17970.0	13678.0	828.0	768.0	691.0	783.0	942.0	962.0	1207.0	1219.0	1692.0	1966.0	2645.0	3275.0	4685.0	6106.0	8617.0	11445.0	15098.0	20764.0	27493.0	36606.0	46771.0	63996.0	93148.0	6243146.0	10687444.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_180_RNASeq_R1_val_1	99916.0	128720.0	625.0	569.0	606.0	614.0	661.0	684.0	906.0	1050.0	1503.0	1665.0	2558.0	3374.0	5060.0	6804.0	10054.0	13232.0	17987.0	24183.0	32456.0	42179.0	53347.0	69420.0	94417.0	6099735.0	11255997.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_180_RNASeq_R2_val_2	100106.0	128702.0	601.0	543.0	596.0	635.0	669.0	731.0	948.0	1084.0	1525.0	1667.0	2621.0	3454.0	5032.0	6695.0	9916.0	13190.0	17802.0	24010.0	32256.0	42387.0	53715.0	71778.0	105742.0	6293947.0	11047970.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_360_RNASeq_R1_val_1	509.0	984.0	2848.0	619.0	683.0	823.0	754.0	872.0	1021.0	1128.0	1570.0	1832.0	2693.0	3352.0	4965.0	6580.0	9330.0	12012.0	16557.0	22235.0	29427.0	37665.0	48746.0	65448.0	90178.0	6264040.0	11140757.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_360_RNASeq_R2_val_2	652.0	998.0	2791.0	600.0	684.0	797.0	857.0	939.0	1102.0	1205.0	1613.0	1915.0	2741.0	3380.0	5010.0	6474.0	9407.0	11998.0	16463.0	22079.0	29332.0	37817.0	49310.0	67887.0	102404.0	6471393.0	10917780.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_420_RNASeq_R1_val_1	2294.0	5338.0	1053.0	798.0	866.0	897.0	960.0	1150.0	1535.0	1857.0	2820.0	3215.0	5480.0	7026.0	10535.0	14062.0	20419.0	26595.0	34698.0	45870.0	57943.0	74596.0	89782.0	115011.0	145191.0	7462456.0	13366145.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_420_RNASeq_R2_val_2	2503.0	5324.0	1044.0	857.0	859.0	950.0	1072.0	1232.0	1679.0	1912.0	2911.0	3407.0	5574.0	7078.0	10717.0	14203.0	20765.0	27059.0	34993.0	46374.0	58502.0	75066.0	90571.0	116316.0	152358.0	7707330.0	13107936.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_750_RNASeq_R1_val_1	555.0	1120.0	744.0	607.0	619.0	707.0	640.0	691.0	763.0	891.0	1217.0	1384.0	1955.0	2511.0	3534.0	4836.0	6890.0	9433.0	12533.0	17031.0	22955.0	30058.0	39017.0	52724.0	75045.0	5839897.0	10624544.0
20210608T1400_CBASS_US_MoteIn_Past_10_34_750_RNASeq_R2_val_2	684.0	973.0	693.0	602.0	635.0	692.0	697.0	739.0	854.0	940.0	1347.0	1439.0	2095.0	2546.0	3681.0	5020.0	7183.0	9741.0	12842.0	17283.0	23391.0	30396.0	39474.0	53710.0	79188.0	5977031.0	10479025.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_1140_RNASeq_R1_val_1	259105.0	223597.0	1689.0	717.0	691.0	764.0	755.0	1074.0	1056.0	1242.0	1347.0	1660.0	2259.0	2852.0	4003.0	5102.0	6863.0	9519.0	12730.0	16935.0	22371.0	29746.0	38018.0	50093.0	72938.0	4916233.0	9131518.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_1140_RNASeq_R2_val_2	259070.0	223376.0	1260.0	451.0	502.0	564.0	614.0	747.0	816.0	930.0	1128.0	1405.0	2020.0	2641.0	3748.0	4811.0	6576.0	9277.0	12598.0	16637.0	22221.0	29705.0	37785.0	49821.0	73621.0	4982965.0	9069588.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_180_RNASeq_R1_val_1	1608391.0	2694654.0	1558.0	638.0	653.0	723.0	729.0	782.0	948.0	1041.0	1372.0	1529.0	2174.0	2859.0	4384.0	5835.0	8613.0	11074.0	14791.0	20330.0	25884.0	34158.0	43944.0	59004.0	84986.0	5355993.0	9830325.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_180_RNASeq_R2_val_2	1608986.0	2693896.0	1483.0	582.0	612.0	606.0	701.0	758.0	954.0	1027.0	1355.0	1534.0	2239.0	2872.0	4373.0	5764.0	8596.0	11054.0	14564.0	20231.0	25577.0	34054.0	44334.0	61125.0	94894.0	5517450.0	9657751.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_360_RNASeq_R1_val_1	737.0	2010.0	320.0	236.0	243.0	246.0	225.0	298.0	410.0	521.0	783.0	988.0	1440.0	1907.0	2764.0	3563.0	5514.0	6586.0	9044.0	11430.0	15026.0	19965.0	24758.0	32535.0	44863.0	5534740.0	10886476.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_360_RNASeq_R2_val_2	882.0	2142.0	466.0	366.0	413.0	412.0	431.0	515.0	595.0	692.0	937.0	1136.0	1614.0	2156.0	2944.0	3759.0	5694.0	6801.0	9307.0	11742.0	15443.0	20449.0	25333.0	33979.0	50495.0	5704470.0	10704455.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_420_RNASeq_R1_val_1	1294.0	2075.0	1055.0	952.0	901.0	1059.0	926.0	1029.0	1186.0	1361.0	1577.0	1744.0	2401.0	2814.0	4068.0	5426.0	8061.0	10484.0	13759.0	18425.0	24418.0	32295.0	40597.0	54990.0	80387.0	4976869.0	8237165.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_420_RNASeq_R2_val_2	1301.0	1764.0	721.0	635.0	659.0	637.0	676.0	697.0	788.0	934.0	1286.0	1511.0	2088.0	2690.0	3914.0	5228.0	7642.0	10169.0	13480.0	18174.0	24184.0	32070.0	40132.0	54806.0	81324.0	5054926.0	8164882.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_750_RNASeq_R1_val_1	1943.0	246180.0	840.0	715.0	712.0	675.0	667.0	825.0	783.0	1061.0	1229.0	1418.0	1991.0	2345.0	3613.0	4624.0	6357.0	8709.0	11535.0	15441.0	20057.0	26532.0	34112.0	46762.0	66746.0	5985228.0	11286965.0
20210608T1400_CBASS_US_MoteIn_Past_10_37_750_RNASeq_R2_val_2	1951.0	246124.0	787.0	639.0	693.0	608.0	716.0	775.0	862.0	1011.0	1359.0	1518.0	2093.0	2495.0	3696.0	4721.0	6551.0	9003.0	11857.0	15688.0	20425.0	26927.0	34617.0	48065.0	72256.0	6164637.0	11097991.0
